Valg;Fylke;Partikode;Partiet De Kristne;Kandidatnr;Kandidat;Bosted;Stilling;Fødselsår;Kjønn
Fylkestingsvalget 2015;Østfold;RØDT;Rødt;6;Torill Sørenssen;Rygge;;1959;Kvinne
Fylkestingsvalget 2015;Østfold;RØDT;Rødt;7;Martin  Olsen;Våler;;1982;Mann
Fylkestingsvalget 2015;Østfold;RØDT;Rødt;8;Nexhmije Duriqi;Sarpsborg;;1981;Kvinne
Fylkestingsvalget 2015;Østfold;RØDT;Rødt;9;Jan  Jackson;Fredrikstad;;1955;Mann
Fylkestingsvalget 2015;Østfold;RØDT;Rødt;10;Tina Marine Wikstrøm;Moss;;1978;Kvinne
Fylkestingsvalget 2015;Østfold;RØDT;Rødt;11;Liv  Ornsäter;Halden;;1956;Kvinne
Fylkestingsvalget 2015;Østfold;RØDT;Rødt;12;Ingeborg  Torhaug;Askim;;1982;Kvinne
Fylkestingsvalget 2015;Østfold;RØDT;Rødt;13;Kristine Unnemark-Berntsen;Fredrikstad;;1983;Kvinne
Fylkestingsvalget 2015;Østfold;RØDT;Rødt;14;Erik Johansen;Moss;;1948;Mann
Fylkestingsvalget 2015;Østfold;RØDT;Rødt;15;Rune Pedersen;Moss;;1945;Mann
Fylkestingsvalget 2015;Østfold;RØDT;Rødt;16;Rannveig Lade;Halden;;1953;Kvinne
Fylkestingsvalget 2015;Østfold;RØDT;Rødt;17;Lars  Andersson;Sarpsborg;;1948;Mann
Fylkestingsvalget 2015;Østfold;DEMN;Demokratene i Norge;1;Jan A Falla;Trøgstad;;1944;Mann
Fylkestingsvalget 2015;Østfold;DEMN;Demokratene i Norge;2;Mai Harriet Seppola;Mysen;;1944;Kvinne
Fylkestingsvalget 2015;Østfold;DEMN;Demokratene i Norge;3;Eva Engseth Herbert;Greåker;;1949;Kvinne
Fylkestingsvalget 2015;Østfold;DEMN;Demokratene i Norge;4;Grethe Larsen;Trøgstad;;1944;Kvinne
Fylkestingsvalget 2015;Østfold;DEMN;Demokratene i Norge;5;Egill Arnulf Engseth;Greåker;;1941;Mann
Fylkestingsvalget 2015;Østfold;DEMN;Demokratene i Norge;6;Håkan Ingvar Håkansson;Rygge;;1944;Mann
Fylkestingsvalget 2015;Østfold;DEMN;Demokratene i Norge;7;Jan Erik Winås;Aremark;;1945;Mann
Fylkestingsvalget 2015;Østfold;DEMN;Demokratene i Norge;8;Mads Fredrik Lohne;Halden;;1978;Mann
Fylkestingsvalget 2015;Østfold;DEMN;Demokratene i Norge;9;Janne Hannestad;Halden;;1953;Kvinne
Fylkestingsvalget 2015;Østfold;DEMN;Demokratene i Norge;10;Kjell  Mjønes;Sarpsborg;;1956;Mann
Fylkestingsvalget 2015;Østfold;H;Høyre;1;Simen Nord;Moss;;1989;Mann
Fylkestingsvalget 2015;Østfold;H;Høyre;2;Monica Carmen Gåsvatn;Sarpsborg;;1968;Kvinne
Fylkestingsvalget 2015;Østfold;H;Høyre;3;Tor Prøitz;Fredrikstad;;1946;Mann
Fylkestingsvalget 2015;Østfold;H;Høyre;4;Roar Lund;Halden;;1965;Mann
Fylkestingsvalget 2015;Østfold;H;Høyre;5;Erik Mogens Unaas;Eidsberg;;1959;Mann
Fylkestingsvalget 2015;Østfold;H;Høyre;6;Marthe Key Frøberg;Fredrikstad;;1992;Kvinne
Fylkestingsvalget 2015;Østfold;H;Høyre;7;Terje Torsteinson;Rygge;;1955;Mann
Fylkestingsvalget 2015;Østfold;H;Høyre;8;Gretha Kant;Moss;;1945;Kvinne
Fylkestingsvalget 2015;Østfold;H;Høyre;9;Alf Martin Ulven;Aremark;;1960;Mann
Fylkestingsvalget 2015;Østfold;H;Høyre;10;Terje Yngvar Beck;Råde;;1955;Mann
Fylkestingsvalget 2015;Østfold;H;Høyre;11;Rolf Sigmund Klerud;Hvaler;;1944;Mann
Fylkestingsvalget 2015;Østfold;H;Høyre;12;Sol-Angelica Michelle Skipnes;Moss;;1988;Kvinne
Fylkestingsvalget 2015;Østfold;H;Høyre;13;Olav  Breivik;Hobøl;;1952;Mann
Fylkestingsvalget 2015;Østfold;H;Høyre;14;May-Ann Fagerheim;Sarpsborg;;1944;Kvinne
Fylkestingsvalget 2015;Østfold;H;Høyre;15;Ingrid Isaachsen Willoch;Fredrikstad;;1943;Kvinne
Fylkestingsvalget 2015;Østfold;H;Høyre;16;René Rafshol;Råde;;1972;Mann
Fylkestingsvalget 2015;Østfold;H;Høyre;17;Ann Kristin Øye;Halden;;1961;Kvinne
Fylkestingsvalget 2015;Østfold;H;Høyre;18;Thor Reidar Hals;Askim;;1967;Mann
Fylkestingsvalget 2015;Østfold;H;Høyre;19;Arne Hæhre;Sarpsborg;;1956;Mann
Fylkestingsvalget 2015;Østfold;H;Høyre;20;Jonas Førsund Bremtun;Hvaler;;1995;Mann
Fylkestingsvalget 2015;Østfold;H;Høyre;21;Ola Hilmar Storli;Fredrikstad;;1956;Mann
Fylkestingsvalget 2015;Østfold;H;Høyre;22;Inger Elisabeth Blomsnes;Halden;;1939;Kvinne
Fylkestingsvalget 2015;Østfold;H;Høyre;23;Hilde Sigrund Borger;Hobøl;;1959;Kvinne
Fylkestingsvalget 2015;Østfold;H;Høyre;24;Thor Christian Hansteen;Moss;;1965;Mann
Fylkestingsvalget 2015;Østfold;H;Høyre;25;Marita Wennevold Hollen;Fredrikstad;;1962;Kvinne
Fylkestingsvalget 2015;Østfold;H;Høyre;26;Karen Eg Taraldrud;Marker;;1951;Kvinne
Fylkestingsvalget 2015;Østfold;H;Høyre;27;Steven Albin Skjekkeland;Sarpsborg;;1957;Mann
Fylkestingsvalget 2015;Østfold;H;Høyre;28;Sissel Rundblad;Moss;;1957;Kvinne
Fylkestingsvalget 2015;Østfold;H;Høyre;29;Tore Adolfsen;Hvaler;;1951;Mann
Fylkestingsvalget 2015;Østfold;H;Høyre;30;Magne Nord Berg;Hobøl;;1981;Mann
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;1;Håvard Jensen;Hobøl;;1958;Mann
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;2;Leif  Eriksen;Fredrikstad;;1948;Mann
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;3;Frederikke Stensrød;Råde;;1972;Kvinne
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;4;Niklas Eriksen;Moss;;1993;Mann
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;5;Ole Johan Lakselv;Skiptvet;;1968;Mann
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;6;Julia  Brännström Nordtug;Sarpsborg;;1991;Kvinne
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;7;Agnes Bossum;Fredrikstad;;1982;Kvinne
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;8;Michael Torp;Rygge;;1990;Mann
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;9;Bjørn  Jørgensen;Askim;;1958;Mann
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;10;Vegar Johansen;Halden;;1982;Mann
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;11;Anne  Bramo;Moss;;1963;Kvinne
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;12;Anita  Vik;Fredrikstad;;1974;Kvinne
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;13;Eva Kristin Andersen;Fredrikstad;;1972;Kvinne
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;14;Inger Karin Olaisen;Hobøl;;1947;Kvinne
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;15;Signe Mari Bjørkli;Rømskog;;1997;Kvinne
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;16;Rowena von Ohle;Spydeberg;;1968;Kvinne
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;17;Sara-Helen Larsen Forsberg;Marker;;1988;Kvinne
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;18;Lena Maria S. Linge;Våler;;1968;Kvinne
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;19;Kjersti Bakker;Råde;;1963;Kvinne
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;20;Svein Andersen Ødeby;Askim;;1964;Mann
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;21;Hanne Therese Myhrer;Trøgstad;;1974;Kvinne
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;22;Hans Jørgen Fagereng;Rakkestad;;1949;Mann
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;23;Joacim Flesjø Grønberg;Rygge;;1978;Mann
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;24;Grethe Karin Aasgaard;Askim;;1949;Kvinne
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;25;Kai Roger Hagen;Sarpsborg;;1972;Mann
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;26;Bjørnar Laabak;Fredrikstad;;1961;Mann
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;27;Per Egil Evensen;Halden;;1950;Mann
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;28;Berit Synnøve Byhrø Andersen;Eidsberg;;1962;Kvinne
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;29;Arne Voldengen;Våler;;1960;Mann
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;30;Stein Erik Westlie;Sarpsborg;;1958;Mann
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;31;Sissel Iren Kreppen;Trøgstad;;1957;Kvinne
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;32;Therese Marie Henriksen;Rygge;;1984;Kvinne
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;33;Eivind Norman Borge;Hvaler;;1950;Mann
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;34;Erlend Wiborg;Moss;;1984;Mann
Fylkestingsvalget 2015;Østfold;FRP;Fremskrittspartiet;35;Ulf Isak Leirstein;Moss;;1973;Mann
Fylkestingsvalget 2015;Østfold;PIR;Piratpartiet;1;Harald Wold;Fredrikstad;;1992;Mann
Fylkestingsvalget 2015;Østfold;PIR;Piratpartiet;2;Anne-Marie Rekvin;Halden;;1980;Kvinne
Fylkestingsvalget 2015;Østfold;PIR;Piratpartiet;3;Martin Nystrand;Råde;;1978;Mann
Fylkestingsvalget 2015;Østfold;PIR;Piratpartiet;4;Thomas Johansen;Fredrikstad;;1991;Mann
Fylkestingsvalget 2015;Østfold;PIR;Piratpartiet;5;Kristian Wold Straumen;Fredrikstad;;1985;Mann
Fylkestingsvalget 2015;Østfold;PIR;Piratpartiet;6;Kim  Amundsen;Fredrikstad;;1974;Mann
Fylkestingsvalget 2015;Østfold;PIR;Piratpartiet;7;Marius Githmark;Sarpsborg;;1993;Mann
Fylkestingsvalget 2015;Østfold;PIR;Piratpartiet;8;Patrick Martinsen;Halden;;1984;Mann
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;1;Erik Skauen;Fredrikstad;;1972;Mann
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;2;Marlene Annabella Martin;Sarpsborg;;1987;Kvinne
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;3;Vibeke Julsrud;Halden;;1956;Kvinne
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;4;Bjørn Ring Opjordsmoen;Spydeberg;;1941;Mann
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;5;Jonas Sjolte;Moss;;1980;Mann
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;6;Ida Irene Julsen;Fredrikstad;;1975;Kvinne
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;7;Victor  Bergerskogen;Halden;;1997;Mann
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;8;Madelen Roxman Ueland;Råde;;1985;Kvinne
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;9;Bengt Herning;Rygge;;1955;Mann
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;10;Anne Lene Lund-Høie;Spydeberg;;1976;Kvinne
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;11;Pål Espen Bugge;Hvaler;;1955;Mann
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;12;Espen Glomsrød;Halden;;1958;Mann
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;13;May-Helen Væhle;Sarpsborg;;1962;Kvinne
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;14;Odd Bergstøl;Fredrikstad;;1943;Mann
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;15;Ingrid  Davidsen;Halden;;1958;Kvinne
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;16;Lexander Wist;Moss;;1988;Mann
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;17;Marit Eriksen;Halden;;1956;Kvinne
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;18;Henning Aall;Fredrikstad;;1946;Mann
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;19;June  Tolsby;Aremark;;1963;Kvinne
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;20;Hans Jan Bjerkely;Halden;;1940;Mann
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;21;Frank Vigart Eriksen;Sarpsborg;;1980;Mann
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;22;Frøydis Labowsky;Råde;;1984;Kvinne
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;23;Ellen Sandvik Mikkelsen;Fredrikstad;;1980;Kvinne
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;24;Trond Johan Valde;Moss;;1946;Mann
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;25;Inger Marie Johansen;Råde;;1980;Kvinne
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;26;Isabell Louise Åsmo;Fredrikstad;;1997;Kvinne
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;27;Thomas Bedin;Hobøl;;1975;Mann
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;28;Tor Kjensjord;Fredrikstad;;1951;Mann
Fylkestingsvalget 2015;Østfold;MDG;Miljøpartiet De Grønne;29;Tor Øyvind Westbye;Våler;;1983;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;1;Tonje Brenna;Ullensaker;;1987;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;2;Terje Granerud;Rælingen;;1951;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;3;Ina Rangønes Libak;Bærum;;1989;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;4;Amund Kjernli;Ski;;1957;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;5;Torunn Skottevik;Lørenskog;;1964;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;6;Jens-Petter Hagen;Frogn;;1957;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;7;Kari Aalerud;Bærum;;1952;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;8;Jan Sandal;Asker;;1943;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;9;Elin Maria L'Estrange;Ullensaker;;1987;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;10;Helge Gundersen;Skedsmo;;1953;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;11;Vilde Lofthus Rooth;Skedsmo;;1991;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;12;Johannes Dalen Giske;Nesodden;;1991;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;13;Fatima Valdes Haugstveit;Oppegård;;1959;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;14;Jørn Fraurud;Eidsvoll;;1955;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;15;Tone Merete Hansen;Frogn;;1957;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;16;Ole-Erik Yrvin;Nittedal;;1942;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;17;Annette Mjåvatn;Vestby;;1973;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;18;Roar Snedkerud;Bærum;;1954;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;19;Tove Irene Steen;Skedsmo;;1955;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;20;Svein Olafsen;Nannestad;;1963;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;21;Marianne Ecker;Gjerdrum;;1965;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;22;Fawad Khan;Lørenskog;;1956;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;23;Merete Bellingmo;Oppegård;;1963;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;24;Lars Henrik Rytter Øberg;Eidsvoll;;1992;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;25;Anita Elvenes;Enebakk;;1957;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;26;Oddbjørn Nilsen;Nes;;1950;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;27;Priyadharshini Prasath;Bærum;;1992;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;28;Jan Mærli;Aurskog-Høland;;1945;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;29;Berit Inger Øen;Asker;;1961;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;30;Vetle Bo Saga;Ski;;1992;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;31;Heidi Westbye Nyhus;Sørum;;1978;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;32;Halle Jørn Hansen;Bærum;;1937;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;33;Laila P. Nordsveen;Ås;;1967;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;34;Balraj Singh;Frogn;;1992;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;35;Ann-Karin Pettersen;Nittedal;;1966;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;36;Geir Kalheim;Sørum;;1965;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;37;Toril Altenborn;Eidsvoll;;1955;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;38;Martin Ludvigsen;Vestby;;1986;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;39;Lara Rashid;Nesodden;;1994;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;40;Kjell Arne Hagen;Skedsmo;;1955;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;41;Beathe Christensen;Ullensaker;;1971;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;42;Øystein Slette;Enebakk;;1973;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;43;Hege Engevold;Hurdal;;1979;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;44;Ola Nordal;Ås;;1961;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;45;Siw Haugnes;Oppegård;;1963;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;46;Yngve Lofthus Teigen;Fet;;1976;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;47;Heidi Kielland;Rælingen;;1968;Kvinne
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;48;Christian Haaseth;Asker;;1986;Mann
Fylkestingsvalget 2015;Akershus;A;Arbeiderpartiet;49;Kari Seljelid;Bærum;;1946;Kvinne
Fylkestingsvalget 2015;Akershus;DEMN;Demokratene i Norge;1;Ole Strømnes;Nesodden;;1951;Mann
Fylkestingsvalget 2015;Akershus;DEMN;Demokratene i Norge;2;Vidar Sollie;Sørum;;1966;Mann
Fylkestingsvalget 2015;Akershus;DEMN;Demokratene i Norge;3;Jan Henneli;Skedsmo;;1946;Mann
Fylkestingsvalget 2015;Akershus;DEMN;Demokratene i Norge;4;Jan Simonsen;Bærum;;1953;Mann
Fylkestingsvalget 2015;Akershus;DEMN;Demokratene i Norge;5;Elise Hoel;Nesodden;;1982;Kvinne
Fylkestingsvalget 2015;Akershus;DEMN;Demokratene i Norge;6;Dag Sturla Blomli;Ullensaker;;1958;Mann
Fylkestingsvalget 2015;Akershus;DEMN;Demokratene i Norge;7;Arne Svestad;Lørenskog;;1945;Mann
Fylkestingsvalget 2015;Akershus;DEMN;Demokratene i Norge;8;Tom André Sæbjørnsen;Nes;;1975;Mann
Fylkestingsvalget 2015;Akershus;DEMN;Demokratene i Norge;9;Atle Johan Eriksen;Asker;;1943;Mann
Fylkestingsvalget 2015;Akershus;DEMN;Demokratene i Norge;10;Rune Stene;Nesodden;;1964;Mann
Fylkestingsvalget 2015;Akershus;DEMN;Demokratene i Norge;11;Morten Nylende;Nes;;1966;Mann
Fylkestingsvalget 2015;Akershus;DEMN;Demokratene i Norge;12;Frank Harald Solbakken;Ski;;1963;Mann
Fylkestingsvalget 2015;Akershus;DEMN;Demokratene i Norge;13;Ståle Eidsvoll;Nesodden;;1974;Mann
Fylkestingsvalget 2015;Akershus;DEMN;Demokratene i Norge;14;Kenneth Hansen;Nesodden;;1981;Mann
Fylkestingsvalget 2015;Akershus;DEMN;Demokratene i Norge;15;Tom Tyreng;Nesodden;;1946;Mann
Fylkestingsvalget 2015;Akershus;FRP;Fremskrittspartiet;1;Vibeke Limi;Bærum;;1959;Kvinne
Fylkestingsvalget 2015;Akershus;FRP;Fremskrittspartiet;2;Arne-Rune Gjelsvik;Sørum;;1965;Mann
Fylkestingsvalget 2015;Akershus;FRP;Fremskrittspartiet;3;Finn Terje Tønnessen;Eidsvoll;;1947;Mann
Fylkestingsvalget 2015;Akershus;FRP;Fremskrittspartiet;4;Ida Ohme Pedersen;Bærum;;1981;Kvinne
Fylkestingsvalget 2015;Akershus;FRP;Fremskrittspartiet;5;Lone Kjølsrud;Skedsmo;;1975;Kvinne
Fylkestingsvalget 2015;Akershus;FRP;Fremskrittspartiet;6;Helge Fossum;Nittedal;;1984;Mann
Fylkestingsvalget 2015;Akershus;FRP;Fremskrittspartiet;7;Knut Tønnes Steenersen;Ski;;1968;Mann
Fylkestingsvalget 2015;Akershus;FRP;Fremskrittspartiet;8;Liv Gustavsen;Nes;;1967;Kvinne
Fylkestingsvalget 2015;Akershus;FRP;Fremskrittspartiet;9;Jan Gunnar Breivik;Bærum;;1947;Mann
Fylkestingsvalget 2015;Akershus;FRP;Fremskrittspartiet;10;Cecilie Løvset;Nittedal;;1982;Kvinne
Fylkestingsvalget 2015;Akershus;FRP;Fremskrittspartiet;11;Knut Auke;Asker;;1958;Mann
Fylkestingsvalget 2015;Akershus;FRP;Fremskrittspartiet;12;Wenche Bjerke;Enebakk;;1967;Kvinne
Fylkestingsvalget 2015;Akershus;FRP;Fremskrittspartiet;13;Arild Mossing;Fet;;1947;Mann
Fylkestingsvalget 2015;Akershus;FRP;Fremskrittspartiet;14;Grethe Reinhardtsen;Frogn;;1962;Kvinne
Fylkestingsvalget 2015;Akershus;FRP;Fremskrittspartiet;15;Hans Birger Nielsen;Nesodden;;1950;Mann
Fylkestingsvalget 2015;Akershus;FRP;Fremskrittspartiet;16;Bjørnar Johannessen;Lørenskog;;1964;Mann
Fylkestingsvalget 2015;Akershus;FRP;Fremskrittspartiet;17;Stig Remi Steiner;Nes;;1973;Mann
Fylkestingsvalget 2015;Akershus;FRP;Fremskrittspartiet;18;Bjørn Håkon Theigen;Bærum;;1964;Mann
Fylkestingsvalget 2015;Akershus;FRP;Fremskrittspartiet;19;Petter Melsom;Bærum;;1992;Mann
Fylkestingsvalget 2015;Akershus;FRP;Fremskrittspartiet;20;Trond Ellingsen;Asker;;1951;Mann
Fylkestingsvalget 2015;Akershus;FRP;Fremskrittspartiet;21;Harald Espelund;Ullensaker;;1948;Mann
Fylkestingsvalget 2015;Akershus;H;Høyre;1;Anette M. Solli;Bærum;;1962;Kvinne
Fylkestingsvalget 2015;Akershus;H;Høyre;2;Gunnar Melgaard;Oppegård;;1947;Mann
Fylkestingsvalget 2015;Akershus;H;Høyre;3;Lise Hagen Rebbestad;Skedsmo;;1965;Kvinne
Fylkestingsvalget 2015;Akershus;H;Høyre;4;Sebastian Næss Langaas;Bærum;;1986;Mann
Fylkestingsvalget 2015;Akershus;H;Høyre;5;Ketil Nordengen;Ullensaker;;1963;Mann
Fylkestingsvalget 2015;Akershus;H;Høyre;6;Trine-Lise Østlund Blime;Lørenskog;;1988;Kvinne
Fylkestingsvalget 2015;Akershus;H;Høyre;7;Øyvind Rideng;Bærum;;1970;Mann
Fylkestingsvalget 2015;Akershus;H;Høyre;8;Tone Blixøen Yrvum;Vestby;;1968;Kvinne
Fylkestingsvalget 2015;Akershus;H;Høyre;9;Jon Schøning Lie;Skedsmo;;1940;Mann
Fylkestingsvalget 2015;Akershus;H;Høyre;10;Kirsti Birkeland;Frogn;;1950;Kvinne
Fylkestingsvalget 2015;Akershus;H;Høyre;11;Kirsti Kierulf;Asker;;1962;Kvinne
Fylkestingsvalget 2015;Akershus;H;Høyre;12;Hallstein Flesland;Fet;;1954;Mann
Fylkestingsvalget 2015;Akershus;H;Høyre;13;Gunnar Helge Wiik;Ski;;1958;Mann
Fylkestingsvalget 2015;Akershus;H;Høyre;14;Inger-Marit Øymo;Asker;;1945;Kvinne
Fylkestingsvalget 2015;Akershus;H;Høyre;15;Amit Ighani;Rælingen;;1992;Mann
Fylkestingsvalget 2015;Akershus;H;Høyre;16;Synnøve Kongsrud;Oppegård;;1967;Kvinne
Fylkestingsvalget 2015;Akershus;H;Høyre;17;Christian Bendz;Nannestad;;1966;Mann
Fylkestingsvalget 2015;Akershus;H;Høyre;18;Karin Ulvestad Adolfsen;Vestby;;1948;Kvinne
Fylkestingsvalget 2015;Akershus;H;Høyre;19;Dag Egil Strømme;Bærum;;1968;Mann
Fylkestingsvalget 2015;Akershus;H;Høyre;20;Gaute Arvid Kandal Hoel;Ski;;1994;Mann
Fylkestingsvalget 2015;Akershus;H;Høyre;21;Jan Olsen;Bærum;;1946;Mann
Fylkestingsvalget 2015;Akershus;H;Høyre;22;Lars Berge;Ullensaker;;1972;Mann
Fylkestingsvalget 2015;Akershus;H;Høyre;23;Erik Adland;Nesodden;;1957;Mann
Fylkestingsvalget 2015;Akershus;H;Høyre;24;Cathrine Jensen;Asker;;1961;Kvinne
Fylkestingsvalget 2015;Akershus;H;Høyre;25;Bjørn M. Bjerke;Sørum;;1949;Mann
Fylkestingsvalget 2015;Akershus;H;Høyre;26;Bente Moen Torgersen;Skedsmo;;1960;Kvinne
